cohort_date,activity_week,retained_users
20-04-2008,201020,1
20-04-2008,201025,1
20-04-2008,201129,2
20-04-2008,201133,1
20-04-2008,201221,2
20-04-2008,201225,1
20-04-2008,201229,2
20-04-2008,201234,4
20-04-2008,201320,4
20-04-2008,201324,2
20-04-2008,201333,1
20-04-2008,201420,2
20-04-2008,201424,1
20-04-2008,201429,1
20-04-2008,201520,2
20-04-2008,201529,4
20-04-2008,201533,1
20-04-2008,201620,4
20-04-2008,201625,1
20-04-2008,201725,5
20-04-2008,201729,1
20-04-2008,201824,1
20-04-2008,201828,2
20-04-2008,201833,1
20-04-2008,201924,1
20-04-2008,201928,2
20-04-2008,201933,4
20-04-2008,202020,5
20-04-2008,202024,2
20-04-2008,202033,4
20-04-2008,202125,2
20-04-2008,202133,2
20-04-2008,202220,3
20-04-2008,202225,1
20-04-2008,202229,2
20-04-2008,202233,1
20-04-2008,202320,2
20-04-2008,202325,1
20-04-2008,202329,1
20-04-2008,202420,1
20-04-2008,202428,1
20-04-2008,202520,1
20-04-2008,202524,1
20-04-2008,202529,2
20-04-2008,202533,1
20-04-2008,202620,2
20-04-2008,202633,2
20-04-2008,202720,3
20-04-2008,202733,2
20-04-2008,202820,1
20-04-2008,202825,1
20-04-2008,202829,1
20-04-2008,202834,1
20-04-2008,202920,2
20-04-2008,202928,5
20-04-2008,202933,1
20-04-2008,203020,1
20-04-2008,203028,2
20-04-2008,203033,1
20-04-2008,203120,1
20-04-2008,203129,1
20-05-2008,200120,1
20-05-2008,200128,1
20-05-2008,200220,1
20-05-2008,200224,1
20-05-2008,200324,2
20-05-2008,200329,2
20-05-2008,200425,3
20-05-2008,200520,1
20-05-2008,200525,6
20-05-2008,200620,1
20-05-2008,200625,3
20-05-2008,200724,1
20-05-2008,200733,2
20-05-2008,200820,34
20-05-2008,200829,1
20-05-2008,200833,1
20-05-2008,200920,1
20-05-2008,200924,2
20-05-2008,200929,4
20-05-2008,201020,1
20-05-2008,201029,2
20-05-2008,201125,4
20-05-2008,201129,1
20-05-2008,201221,26
20-05-2008,201225,5
20-05-2008,201234,2
20-05-2008,201320,4
20-05-2008,201324,2
20-05-2008,201333,1
20-05-2008,201420,6
20-05-2008,201429,1
20-05-2008,201520,9
20-05-2008,201620,5
20-05-2008,201625,1
20-05-2008,201633,1
20-05-2008,201720,4
20-05-2008,201725,1
20-05-2008,201729,1
20-05-2008,201820,2
20-05-2008,201824,1
20-05-2008,201920,3
20-05-2008,201924,4
20-05-2008,201928,1
20-05-2008,201933,1
20-05-2008,202020,1
20-05-2008,202120,5
20-05-2008,202125,1
20-05-2008,202220,6
20-05-2008,202225,1
20-05-2008,202320,7
20-05-2008,202325,1
20-05-2008,202329,3
20-05-2008,202420,4
20-05-2008,202424,2
20-05-2008,202428,2
20-05-2008,202520,1
20-05-2008,202524,2
20-05-2008,202529,1
20-05-2008,202620,5
20-05-2008,202624,4
20-05-2008,202629,1
20-05-2008,202720,1
20-05-2008,202725,2
20-05-2008,202820,3
20-05-2008,202920,4
20-05-2008,203020,3
20-05-2008,203028,1
20-05-2008,203120,1
20-05-2008,203129,1
20-06-2008,200128,2
20-06-2008,200228,1
20-06-2008,200429,1
20-06-2008,200529,1
20-06-2008,200629,1
20-06-2008,200728,3
20-06-2008,200824,12
20-06-2008,200829,1
20-06-2008,200924,3
20-06-2008,200929,1
20-06-2008,201025,1
20-06-2008,201029,1
20-06-2008,201125,2
20-06-2008,201129,1
20-06-2008,201225,10
20-06-2008,201229,2
20-06-2008,201324,1
20-06-2008,201328,1
20-06-2008,201424,1
20-06-2008,201429,2
20-06-2008,201529,1
20-06-2008,201625,4
20-06-2008,201629,2
20-06-2008,201725,2
20-06-2008,201824,2
20-06-2008,201828,2
20-06-2008,201924,4
20-06-2008,201928,1
20-06-2008,202024,4
20-06-2008,202229,2
20-06-2008,202325,1
20-06-2008,202424,2
20-06-2008,202428,1
20-06-2008,202524,3
20-06-2008,202533,1
20-06-2008,202624,3
20-06-2008,202725,3
20-06-2008,202829,2
20-06-2008,202928,1
20-06-2008,203024,1
20-07-2008,200133,2
20-07-2008,200233,1
20-07-2008,200433,2
20-07-2008,200533,4
20-07-2008,200634,1
20-07-2008,200728,1
20-07-2008,200733,3
20-07-2008,200829,38
20-07-2008,200833,3
20-07-2008,200929,2
20-07-2008,200933,3
20-07-2008,201029,1
20-07-2008,201129,1
20-07-2008,201133,2
20-07-2008,201229,25
20-07-2008,201234,2
20-07-2008,201328,2
20-07-2008,201333,2
20-07-2008,201429,2
20-07-2008,201433,2
20-07-2008,201529,9
20-07-2008,201533,1
20-07-2008,201629,7
20-07-2008,201729,5
20-07-2008,201828,4
20-07-2008,201833,2
20-07-2008,201920,1
20-07-2008,201928,4
20-07-2008,201933,1
20-07-2008,202029,1
20-07-2008,202129,1
20-07-2008,202229,5
20-07-2008,202329,2
20-07-2008,202334,1
20-07-2008,202428,4
20-07-2008,202529,3
20-07-2008,202533,1
20-07-2008,202633,4
20-07-2008,202733,1
20-07-2008,202820,1
20-07-2008,202829,2
20-07-2008,202834,1
20-07-2008,202928,2
20-07-2008,203028,3
20-07-2008,203129,4
20-08-2008,200128,1
20-08-2008,200220,1
20-08-2008,200433,1
20-08-2008,200525,2
20-08-2008,200533,1
20-08-2008,200620,1
20-08-2008,200625,1
20-08-2008,200634,1
20-08-2008,200724,1
20-08-2008,200833,32
20-08-2008,201234,26
20-08-2008,201324,2
20-08-2008,201333,7
20-08-2008,201433,5
20-08-2008,201520,1
20-08-2008,201533,6
20-08-2008,201633,1
20-08-2008,201734,2
20-08-2008,201833,5
20-08-2008,201924,1
20-08-2008,201933,3
20-08-2008,202024,1
20-08-2008,202033,4
20-08-2008,202133,4
20-08-2008,202233,2
20-08-2008,202320,1
20-08-2008,202420,1
20-08-2008,202433,1
20-08-2008,202533,3
20-08-2008,202620,1
20-08-2008,202633,3
20-08-2008,202720,1
20-08-2008,202725,1
20-08-2008,202733,2
20-08-2008,202825,1
20-08-2008,202834,3
20-08-2008,202933,4
20-08-2008,203024,1
20-08-2008,203033,3
20-08-2008,203129,1
20-09-2008,200520,1
20-09-2008,200728,1
20-09-2008,200820,1
20-09-2008,200829,1
20-09-2008,200929,1
20-09-2008,201133,1
20-09-2008,201234,1
20-09-2008,201620,1
20-09-2008,201629,1
20-09-2008,201720,1
20-09-2008,201828,1
20-09-2008,202020,1
20-09-2008,202533,2
20-09-2008,202620,1
20-09-2008,202834,1
20-10-2008,200120,1
20-10-2008,200133,3
20-10-2008,200220,1
20-10-2008,200324,1
20-10-2008,200333,1
20-10-2008,200425,2
20-10-2008,200529,1
20-10-2008,200620,3
20-10-2008,200634,1
20-10-2008,200720,1
20-10-2008,200724,1
20-10-2008,200733,1
20-10-2008,200820,2
20-10-2008,200829,1
20-10-2008,200833,1
20-10-2008,201025,2
20-10-2008,201125,1
20-10-2008,201229,1
20-10-2008,201234,2
20-10-2008,201324,1
20-10-2008,201333,1
20-10-2008,201420,1
20-10-2008,201424,1
20-10-2008,201520,1
20-10-2008,201529,4
20-10-2008,201533,1
20-10-2008,201629,2
20-10-2008,201633,1
20-10-2008,201725,3
20-10-2008,201729,2
20-10-2008,201824,1
20-10-2008,201924,1
20-10-2008,201933,2
20-10-2008,202020,2
20-10-2008,202033,2
20-10-2008,202120,1
20-10-2008,202129,1
20-10-2008,202133,1
20-10-2008,202220,1
20-10-2008,202229,4
20-10-2008,202233,1
20-10-2008,202320,1
20-10-2008,202329,3
20-10-2008,202424,2
20-10-2008,202428,1
20-10-2008,202433,1
20-10-2008,202524,1
20-10-2008,202529,2
20-10-2008,202633,1
20-10-2008,202720,3
20-10-2008,202733,2
20-10-2008,202820,1
20-10-2008,202829,1
20-10-2008,202834,1
20-10-2008,202920,3
20-10-2008,202928,2
20-10-2008,202933,1
20-10-2008,203020,1
20-10-2008,203028,2
20-10-2008,203129,1
20-11-2008,200128,1
20-11-2008,200133,2
20-11-2008,200220,2
20-11-2008,200224,1
20-11-2008,200228,2
20-11-2008,200320,1
20-11-2008,200329,1
20-11-2008,200420,2
20-11-2008,200429,1
20-11-2008,200525,1
20-11-2008,200625,2
20-11-2008,200634,1
20-11-2008,200833,3
20-11-2008,200920,2
20-11-2008,200929,1
20-11-2008,201129,1
20-11-2008,201133,1
20-11-2008,201225,1
20-11-2008,201234,2
20-11-2008,201328,1
20-11-2008,201333,1
20-11-2008,201424,1
20-11-2008,201429,1
20-11-2008,201524,1
20-11-2008,201533,1
20-11-2008,201625,2
20-11-2008,201720,1
20-11-2008,201725,1
20-11-2008,201824,1
20-11-2008,201828,1
20-11-2008,201833,1
20-11-2008,201924,1
20-11-2008,201928,1
20-11-2008,201933,1
20-11-2008,202220,1
20-11-2008,202320,1
20-11-2008,202329,1
20-11-2008,202334,1
20-11-2008,202529,1
20-11-2008,202624,1
20-11-2008,202725,1
20-11-2008,202825,1
20-11-2008,202829,1
20-11-2008,202924,2
20-11-2008,203020,2
20-11-2008,203024,2
20-12-2008,200224,1
20-12-2008,200329,1
20-12-2008,200520,1
20-12-2008,200529,1
20-12-2008,200820,1
20-12-2008,200924,2
20-12-2008,201129,1
20-12-2008,201133,1
20-12-2008,201225,1
20-12-2008,201433,1
20-12-2008,202233,1
20-12-2008,202620,2
20-12-2008,202720,1
20-12-2008,202825,1
20-12-2008,202829,1
20-12-2008,203024,1
20-01-2009,200120,1
20-01-2009,200133,1
20-01-2009,200329,2
20-01-2009,200425,2
20-01-2009,200625,1
20-01-2009,200634,1
20-01-2009,200733,3
20-01-2009,200820,3
20-01-2009,200920,1
20-01-2009,201029,1
20-01-2009,201225,1
20-01-2009,201234,1
20-01-2009,201324,2
20-01-2009,201433,1
20-01-2009,201620,1
20-01-2009,201725,1
20-01-2009,201729,2
20-01-2009,201820,1
20-01-2009,201824,2
20-01-2009,201828,2
20-01-2009,201924,3
20-01-2009,201928,1
20-01-2009,202020,1
20-01-2009,202024,1
20-01-2009,202120,1
20-01-2009,202220,1
20-01-2009,202329,1
20-01-2009,202420,1
20-01-2009,202424,1
20-01-2009,202428,2
20-01-2009,202529,1
20-01-2009,202620,1
20-01-2009,202624,1
20-01-2009,202720,1
20-01-2009,202733,1
20-01-2009,202820,1
20-01-2009,202920,2
20-01-2009,202928,1
20-01-2009,203020,2
20-01-2009,203028,1
20-01-2009,203120,1
20-01-2009,203129,1
20-02-2009,200120,1
20-02-2009,200220,2
20-02-2009,200520,1
20-02-2009,200820,1
20-02-2009,200924,1
20-02-2009,201020,1
20-02-2009,201120,1
20-02-2009,201221,1
20-02-2009,201320,1
20-02-2009,201520,1
20-02-2009,201620,1
20-02-2009,201920,1
20-02-2009,202120,1
20-02-2009,202325,1
20-02-2009,202420,1
20-02-2009,202533,2
20-02-2009,202633,1
20-02-2009,202720,1
20-02-2009,203020,2
20-03-2009,200329,1
20-03-2009,200333,1
20-03-2009,200429,1
20-03-2009,200520,3
20-03-2009,200720,1
20-03-2009,200728,2
20-03-2009,200820,1
20-03-2009,200829,3
20-03-2009,200920,1
20-03-2009,200929,1
20-03-2009,201029,2
20-03-2009,201129,1
20-03-2009,201221,1
20-03-2009,201420,1
20-03-2009,201429,2
20-03-2009,201529,2
20-03-2009,201620,1
20-03-2009,201625,2
20-03-2009,201629,2
20-03-2009,201729,2
20-03-2009,201824,1
20-03-2009,201828,1
20-03-2009,201920,1
20-03-2009,201928,1
20-03-2009,202120,2
20-03-2009,202129,1
20-03-2009,202229,1
20-03-2009,202320,1
20-03-2009,202325,1
20-03-2009,202329,1
20-03-2009,202424,1
20-03-2009,202428,1
20-03-2009,202524,1
20-03-2009,202529,1
20-03-2009,202620,1
20-03-2009,202624,1
20-03-2009,202829,1
20-03-2009,203028,1
20-03-2009,203129,1
20-04-2009,200133,1
20-04-2009,200220,2
20-04-2009,200224,1
20-04-2009,200228,1
20-04-2009,200233,2
20-04-2009,200320,4
20-04-2009,200324,3
20-04-2009,200329,2
20-04-2009,200425,3
20-04-2009,200433,1
20-04-2009,200520,1
20-04-2009,200525,2
20-04-2009,200529,1
20-04-2009,200533,2
20-04-2009,200620,2
20-04-2009,200625,1
20-04-2009,200634,3
20-04-2009,200720,4
20-04-2009,200733,1
20-04-2009,200820,3
20-04-2009,200833,1
20-04-2009,200920,5
20-04-2009,200929,2
20-04-2009,200933,1
20-04-2009,201020,1
20-04-2009,201025,1
20-04-2009,201029,1
20-04-2009,201125,2
20-04-2009,201133,1
20-04-2009,201221,2
20-04-2009,201225,2
20-04-2009,201234,2
20-04-2009,201320,1
20-04-2009,201333,2
20-04-2009,201420,2
20-04-2009,201433,2
20-04-2009,201520,1
20-04-2009,201533,1
20-04-2009,201620,3
20-04-2009,201629,2
20-04-2009,201633,1
20-04-2009,201729,1
20-04-2009,201824,1
20-04-2009,201833,1
20-04-2009,201920,2
20-04-2009,201933,2
20-04-2009,202020,3
20-04-2009,202024,1
20-04-2009,202033,1
20-04-2009,202120,5
20-04-2009,202133,1
20-04-2009,202220,3
20-04-2009,202225,1
20-04-2009,202229,1
20-04-2009,202320,1
20-04-2009,202329,1
20-04-2009,202334,2
20-04-2009,202420,2
20-04-2009,202520,1
20-04-2009,202524,3
20-04-2009,202620,2
20-04-2009,202624,2
20-04-2009,202633,1
20-04-2009,202720,2
20-04-2009,202725,1
20-04-2009,202733,1
20-04-2009,202820,4
20-04-2009,202834,1
20-04-2009,202920,2
20-04-2009,202924,2
20-04-2009,202928,2
20-04-2009,202933,2
20-04-2009,203020,3
20-04-2009,203024,1
20-04-2009,203028,3
20-04-2009,203129,1
20-05-2009,200120,1
20-05-2009,200128,2
20-05-2009,200133,3
20-05-2009,200224,1
20-05-2009,200228,2
20-05-2009,200324,1
20-05-2009,200329,2
20-05-2009,200425,2
20-05-2009,200429,2
20-05-2009,200520,1
20-05-2009,200525,1
20-05-2009,200533,1
20-05-2009,200625,3
20-05-2009,200634,2
20-05-2009,200724,1
20-05-2009,200728,1
20-05-2009,200733,1
20-05-2009,200820,1
20-05-2009,200829,2
20-05-2009,200833,3
20-05-2009,200920,31
20-05-2009,200924,1
20-05-2009,200929,2
20-05-2009,200933,1
20-05-2009,201025,2
20-05-2009,201029,1
20-05-2009,201120,1
20-05-2009,201125,1
20-05-2009,201129,4
20-05-2009,201221,1
20-05-2009,201229,1
20-05-2009,201234,3
20-05-2009,201320,26
20-05-2009,201324,2
20-05-2009,201328,2
20-05-2009,201420,3
20-05-2009,201424,2
20-05-2009,201433,2
20-05-2009,201520,7
20-05-2009,201529,1
20-05-2009,201533,3
20-05-2009,201620,10
20-05-2009,201625,2
20-05-2009,201720,3
20-05-2009,201725,1
20-05-2009,201734,1
20-05-2009,201820,1
20-05-2009,201828,4
20-05-2009,201833,2
20-05-2009,201920,5
20-05-2009,202020,2
20-05-2009,202024,2
20-05-2009,202120,6
20-05-2009,202129,1
20-05-2009,202220,4
20-05-2009,202233,4
20-05-2009,202320,6
20-05-2009,202334,2
20-05-2009,202420,2
20-05-2009,202428,2
20-05-2009,202524,1
20-05-2009,202529,2
20-05-2009,202533,1
20-05-2009,202620,1
20-05-2009,202624,1
20-05-2009,202629,1
20-05-2009,202720,5
20-05-2009,202725,4
20-05-2009,202729,1
20-05-2009,202733,1
20-05-2009,202820,5
20-05-2009,202825,1
20-05-2009,202829,1
20-05-2009,202834,1
20-05-2009,202920,1
20-05-2009,202928,3
20-05-2009,202933,2
20-05-2009,203020,3
20-05-2009,203024,2
20-05-2009,203120,1
20-05-2009,203129,1
20-06-2009,200228,2
20-06-2009,200329,1
20-06-2009,200429,4
20-06-2009,200433,1
20-06-2009,200533,1
20-06-2009,200634,3
20-06-2009,200728,1
20-06-2009,200829,1
20-06-2009,200924,34
20-06-2009,200929,1
20-06-2009,201125,1
20-06-2009,201129,2
20-06-2009,201225,1
20-06-2009,201234,1
20-06-2009,201324,30
20-06-2009,201333,2
20-06-2009,201424,1
20-06-2009,201429,2
20-06-2009,201433,1
20-06-2009,201524,1
20-06-2009,201529,1
20-06-2009,201625,6
20-06-2009,201629,1
20-06-2009,201633,1
20-06-2009,201725,2
20-06-2009,201729,1
20-06-2009,201824,4
20-06-2009,201828,2
20-06-2009,201924,5
20-06-2009,201928,1
20-06-2009,202024,5
20-06-2009,202125,4
20-06-2009,202129,2
20-06-2009,202133,1
20-06-2009,202225,1
20-06-2009,202229,1
20-06-2009,202325,3
20-06-2009,202329,1
20-06-2009,202424,5
20-06-2009,202524,3
20-06-2009,202624,3
20-06-2009,202629,1
20-06-2009,202633,1
20-06-2009,202725,5
20-06-2009,202733,1
20-06-2009,202825,4
20-06-2009,202829,1
20-06-2009,203024,4
20-06-2009,203028,1
20-06-2009,203129,1
20-07-2009,200133,3
20-07-2009,200233,1
20-07-2009,200433,1
20-07-2009,200520,1
20-07-2009,200533,2
20-07-2009,200620,1
20-07-2009,200634,4
20-07-2009,200733,1
20-07-2009,200833,1
20-07-2009,200929,40
20-07-2009,200933,1
20-07-2009,201029,1
20-07-2009,201129,2
20-07-2009,201234,1
20-07-2009,201328,34
20-07-2009,201333,5
20-07-2009,201429,4
20-07-2009,201433,4
20-07-2009,201529,8
20-07-2009,201629,10
20-07-2009,201633,1
20-07-2009,201729,8
20-07-2009,201828,7
20-07-2009,201833,1
20-07-2009,201928,2
20-07-2009,201933,1
20-07-2009,202033,2
20-07-2009,202129,6
20-07-2009,202133,3
20-07-2009,202229,5
20-07-2009,202233,1
20-07-2009,202329,4
20-07-2009,202428,5
20-07-2009,202529,4
20-07-2009,202629,1
20-07-2009,202633,1
20-07-2009,202733,1
20-07-2009,202829,2
20-07-2009,202834,1
20-07-2009,202928,6
20-07-2009,202933,1
20-07-2009,203028,9
20-07-2009,203129,4
20-08-2009,200220,2
20-08-2009,200329,2
20-08-2009,200429,1
20-08-2009,200720,1
20-08-2009,200733,1
20-08-2009,200933,13
20-08-2009,201029,1
20-08-2009,201234,1
20-08-2009,201324,1
20-08-2009,201333,10
20-08-2009,201420,1
20-08-2009,201433,2
20-08-2009,201529,1
20-08-2009,201533,3
20-08-2009,201620,1
20-08-2009,201729,1
20-08-2009,201734,1
20-08-2009,201828,1
20-08-2009,201833,1
20-08-2009,201924,1
20-08-2009,201933,3
20-08-2009,202024,2
20-08-2009,202033,3
20-08-2009,202120,1
20-08-2009,202133,1
20-08-2009,202233,3
20-08-2009,202334,2
20-08-2009,202524,1
20-08-2009,202529,1
20-08-2009,202533,1
20-08-2009,202620,1
20-08-2009,202633,4
20-08-2009,202725,1
20-08-2009,202733,3
20-08-2009,202834,2
20-08-2009,202928,1
20-08-2009,202933,3
20-08-2009,203024,1
20-08-2009,203129,1
20-09-2009,200133,1
20-09-2009,200220,1
20-09-2009,200228,1
20-09-2009,200320,1
20-09-2009,200324,1
20-09-2009,200433,1
20-09-2009,200520,1
20-09-2009,200525,1
20-09-2009,200533,1
20-09-2009,200620,1
20-09-2009,200634,1
20-09-2009,200829,1
20-09-2009,200920,1
20-09-2009,200924,1
20-09-2009,201129,1
20-09-2009,201133,1
20-09-2009,201221,3
20-09-2009,201234,1
20-09-2009,201320,1
20-09-2009,201420,1
20-09-2009,201429,1
20-09-2009,201529,2
20-09-2009,201620,1
20-09-2009,201625,1
20-09-2009,201629,1
20-09-2009,201729,2
20-09-2009,201833,1
20-09-2009,202229,1
20-09-2009,202320,1
20-09-2009,202325,1
20-09-2009,202329,1
20-09-2009,202420,1
20-09-2009,202520,1
20-09-2009,202533,2
20-09-2009,202720,1
20-09-2009,202820,1
20-09-2009,202834,1
20-09-2009,202920,2
20-09-2009,203024,1
20-10-2009,200228,2
20-10-2009,200320,1
20-10-2009,200329,2
20-10-2009,200433,1
20-10-2009,200533,1
20-10-2009,200728,1
20-10-2009,201125,2
20-10-2009,201133,1
20-10-2009,201234,1
20-10-2009,201324,1
20-10-2009,201333,1
20-10-2009,201533,1
20-10-2009,201824,3
20-10-2009,201833,1
20-10-2009,201924,2
20-10-2009,201933,1
20-10-2009,202033,1
20-10-2009,202125,1
20-10-2009,202133,1
20-10-2009,202329,1
20-10-2009,202334,1
20-10-2009,202424,1
20-10-2009,202524,1
20-10-2009,202529,1
20-10-2009,202624,1
20-10-2009,202629,1
20-10-2009,202725,1
20-10-2009,202825,1
20-10-2009,202928,1
20-10-2009,203024,1
20-10-2009,203028,2
20-10-2009,203129,1
20-11-2009,200120,1
20-11-2009,200128,1
20-11-2009,200220,1
20-11-2009,200224,1
20-11-2009,200228,1
20-11-2009,200324,1
20-11-2009,200425,1
20-11-2009,200520,2
20-11-2009,200625,1
20-11-2009,200720,1
20-11-2009,201125,1
20-11-2009,201520,1
20-11-2009,201625,1
20-11-2009,201725,1
20-11-2009,201833,1
20-11-2009,202033,1
20-11-2009,202133,1
20-11-2009,202325,1
20-11-2009,202424,1
20-11-2009,202524,1
20-11-2009,202933,1
20-12-2009,200124,1
20-12-2009,200233,1
20-12-2009,200433,2
20-12-2009,200634,1
20-12-2009,200728,2
20-12-2009,200924,2
20-12-2009,201133,1
20-12-2009,201221,1
20-12-2009,201333,1
20-12-2009,201429,1
20-12-2009,201433,1
20-12-2009,201625,3
20-12-2009,201824,1
20-12-2009,201833,1
20-12-2009,202029,1
20-12-2009,202033,1
20-12-2009,202233,1
20-12-2009,202325,1
20-12-2009,202334,1
20-12-2009,202533,2
20-12-2009,202620,1
20-12-2009,202624,1
20-12-2009,202629,1
20-12-2009,202720,1
20-12-2009,202733,2
20-12-2009,202829,1
20-12-2009,202834,1
20-12-2009,202928,1
20-12-2009,202933,1
20-12-2009,203020,1
20-12-2009,203033,1
20-12-2009,203129,1
20-01-2010,200133,1
20-01-2010,200220,1
20-01-2010,200224,1
20-01-2010,200329,1
20-01-2010,200333,1
20-01-2010,200425,1
20-01-2010,200429,3
20-01-2010,200433,1
20-01-2010,200525,1
20-01-2010,200620,1
20-01-2010,200625,2
20-01-2010,200634,1
20-01-2010,200733,1
20-01-2010,200820,1
20-01-2010,200829,1
20-01-2010,200833,1
20-01-2010,200929,1
20-01-2010,200933,1
20-01-2010,201020,1
20-01-2010,201125,1
20-01-2010,201129,1
20-01-2010,201133,1
20-01-2010,201221,1
20-01-2010,201324,1
20-01-2010,201333,1
20-01-2010,201433,1
20-01-2010,201520,1
20-01-2010,201524,1
20-01-2010,201620,3
20-01-2010,201625,1
20-01-2010,201629,2
20-01-2010,201725,1
20-01-2010,201828,1
20-01-2010,201833,1
20-01-2010,201924,3
20-01-2010,202020,1
20-01-2010,202024,1
20-01-2010,202033,1
20-01-2010,202120,1
20-01-2010,202133,2
20-01-2010,202229,1
20-01-2010,202233,2
20-01-2010,202320,3
20-01-2010,202329,1
20-01-2010,202334,2
20-01-2010,202420,1
20-01-2010,202424,1
20-01-2010,202428,1
20-01-2010,202520,1
20-01-2010,202529,2
20-01-2010,202533,1
20-01-2010,202620,2
20-01-2010,202624,1
20-01-2010,202633,1
20-01-2010,202725,1
20-01-2010,202733,1
20-01-2010,202820,1
20-01-2010,202834,1
20-01-2010,203020,1
20-01-2010,203028,1
20-01-2010,203033,1
20-01-2010,203120,2
20-01-2010,203129,2
20-02-2010,200120,1
20-02-2010,200128,1
20-02-2010,200133,1
20-02-2010,200224,2
20-02-2010,200228,1
20-02-2010,200329,1
20-02-2010,200425,1
20-02-2010,200429,1
20-02-2010,200433,1
20-02-2010,200520,2
20-02-2010,200525,1
20-02-2010,200634,1
20-02-2010,200724,1
20-02-2010,200728,3
20-02-2010,200733,1
20-02-2010,200820,1
20-02-2010,200833,1
20-02-2010,200920,1
20-02-2010,200924,4
20-02-2010,201025,2
20-02-2010,201033,1
20-02-2010,201120,1
20-02-2010,201125,1
20-02-2010,201129,1
20-02-2010,201133,2
20-02-2010,201221,4
20-02-2010,201225,1
20-02-2010,201320,2
20-02-2010,201333,1
20-02-2010,201420,1
20-02-2010,201433,1
20-02-2010,201524,1
20-02-2010,201533,1
20-02-2010,201620,2
20-02-2010,201625,1
20-02-2010,201725,1
20-02-2010,201833,1
20-02-2010,201920,3
20-02-2010,201924,1
20-02-2010,201933,1
20-02-2010,202033,1
20-02-2010,202120,1
20-02-2010,202325,3
20-02-2010,202334,1
20-02-2010,202420,1
20-02-2010,202424,1
20-02-2010,202524,1
20-02-2010,202533,3
20-02-2010,202620,1
20-02-2010,202624,2
20-02-2010,202725,1
20-02-2010,202733,1
20-02-2010,202829,5
20-02-2010,202834,1
20-02-2010,202920,1
20-02-2010,202933,1
20-02-2010,203024,1
20-02-2010,203033,1
20-02-2010,203129,1
20-03-2010,200120,1
20-03-2010,200128,2
20-03-2010,200133,1
20-03-2010,200220,1
20-03-2010,200224,4
20-03-2010,200228,1
20-03-2010,200233,1
20-03-2010,200320,1
20-03-2010,200324,2
20-03-2010,200329,1
20-03-2010,200425,1
20-03-2010,200429,1
20-03-2010,200433,2
20-03-2010,200520,3
20-03-2010,200533,2
20-03-2010,200620,4
20-03-2010,200625,1
20-03-2010,200720,2
20-03-2010,200728,5
20-03-2010,200820,1
20-03-2010,200829,2
20-03-2010,200920,1
20-03-2010,200924,5
20-03-2010,200929,2
20-03-2010,201029,1
20-03-2010,201125,3
20-03-2010,201129,3
20-03-2010,201133,1
20-03-2010,201221,2
20-03-2010,201225,3
20-03-2010,201229,1
20-03-2010,201234,1
20-03-2010,201320,3
20-03-2010,201324,3
20-03-2010,201429,3
20-03-2010,201520,1
20-03-2010,201529,3
20-03-2010,201620,3
20-03-2010,201625,2
20-03-2010,201629,1
20-03-2010,201633,1
20-03-2010,201725,2
20-03-2010,201824,1
20-03-2010,201828,1
20-03-2010,201920,4
20-03-2010,202020,1
20-03-2010,202024,2
20-03-2010,202029,1
20-03-2010,202125,1
20-03-2010,202129,6
20-03-2010,202220,1
20-03-2010,202229,1
20-03-2010,202320,1
20-03-2010,202325,3
20-03-2010,202420,1
20-03-2010,202424,3
20-03-2010,202529,1
20-03-2010,202533,5
20-03-2010,202620,2
20-03-2010,202624,3
20-03-2010,202633,2
20-03-2010,202720,2
20-03-2010,202729,1
20-03-2010,202820,1
20-03-2010,202834,2
20-03-2010,203020,1
20-03-2010,203024,2
20-04-2010,200120,1
20-04-2010,200133,2
20-04-2010,200220,3
20-04-2010,200228,1
20-04-2010,200233,1
20-04-2010,200320,1
20-04-2010,200324,1
20-04-2010,200329,2
20-04-2010,200420,1
20-04-2010,200425,1
20-04-2010,200429,1
20-04-2010,200433,1
20-04-2010,200525,7
20-04-2010,200529,1
20-04-2010,200625,2
20-04-2010,200634,2
20-04-2010,200720,2
20-04-2010,200724,1
20-04-2010,200733,5
20-04-2010,200820,3
20-04-2010,200824,1
20-04-2010,200829,2
20-04-2010,200833,3
20-04-2010,200920,3
20-04-2010,200933,2
20-04-2010,201020,1
20-04-2010,201025,1
20-04-2010,201029,4
20-04-2010,201129,1
20-04-2010,201221,1
20-04-2010,201225,6
20-04-2010,201320,1
20-04-2010,201324,2
20-04-2010,201328,1
20-04-2010,201333,2
20-04-2010,201420,3
20-04-2010,201433,1
20-04-2010,201520,4
20-04-2010,201533,3
20-04-2010,201620,3
20-04-2010,201629,1
20-04-2010,201633,1
20-04-2010,201720,1
20-04-2010,201824,1
20-04-2010,201924,7
20-04-2010,201928,1
20-04-2010,202020,2
20-04-2010,202024,3
20-04-2010,202033,1
20-04-2010,202120,2
20-04-2010,202129,1
20-04-2010,202133,2
20-04-2010,202220,4
20-04-2010,202229,1
20-04-2010,202320,1
20-04-2010,202329,4
20-04-2010,202334,2
20-04-2010,202424,1
20-04-2010,202428,5
20-04-2010,202524,1
20-04-2010,202529,4
20-04-2010,202624,4
20-04-2010,202629,2
20-04-2010,202725,1
20-04-2010,202733,1
20-04-2010,202820,2
20-04-2010,202825,1
20-04-2010,202834,4
20-04-2010,202920,2
20-04-2010,202933,1
20-04-2010,203020,3
